query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
154,0.8426,63.0323,800.3473,737.3150,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,860.2290,326,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
155,0.7199,452.3261,722.3139,1174.6400,MRAKKDQIGHDJRU,Stenothricin H,CC1OC(CN(C(C(NC(C(NC(C(NC(/C(NC(C(NC(C(NC(C1NC(C(NC(CC(CCCCCCCCC(C)CCCCC)=O)=O)CS(O)(=O)=O)=O)=O)CO)=O)CN)=O)=C/C)=O)C(C)C)=O)CO)=O)CCCCN)=O)C)=O,860.4690,327,,,,,,Cyclic peptides; Depsipeptides; Lipopeptides,Oligopeptides,Amino acids and Peptides; Polyketides
156,0.7184,33.0568,774.3688,741.3120,VOAFDGNTDIOGRM,12-acetoxyswietephragmin C,O[C@@]12[C@]3(O)[C@@H](OC(/C(C)=C/C)=O)[C@@](C2)(C)[C@H](CC(OC)=O)[C@@]1(C)[C@]4(O5)[C@@]6(C([C@@]7(C)[C@@H](OC(C)=O)C4)=CC(O[C@H]7C8=COC=C8)=O)[C@@H]3OC5(C(C)CC)O6,858.1650,328,,,,,,Limonoids,Triterpenoids,Terpenoids
157,0.9482,0.0002,757.2842,757.2840,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,867.9720,332,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
158,0.9415,0.0006,789.3316,789.3310,AWVNBSKIKNPOBG,terracinolide J,O[C@]12[C@@]([C@@H](OC(C)=O)[C@@](OC(C)=O)(C)C2)([H])[C@@H](OC3=O)[C@](CC3)(OC(C(C)C)=O)[C@H](OC(C(C)C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C1=O,872.5220,336,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,Jatrophane diterpenoids,Diterpenoids,Terpenoids
159,0.7628,88.0374,767.3464,679.3090,WWNWMZIUAQDDRB,"5,7-diacetoxy-3-benzoyloxy-14,15-dihydroxy-8-(2-methylbutyryloxy)-9-oxojatropha-6(17),11E-diene",C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(CC)C)=O)C(C(C)(C)/C=C/[C@@H](C)[C@@H](O)[C@]2(O)[C@]1([H])[C@@H](OC(C3=CC=CC=C3)=O)[C@@H](C)C2)=O,872.3690,337,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
160,0.5391,227.8473,489.3397,717.1870,IITQLVPAMWYCDQ,35_Dihydroxy_phenyl_propanoic_acid_3OBD_Glucuronide,C1=C(C=C(C=C1O)OC2C(C(C(C(O2)C(=O)O)O)O)O)CCC(=O)O,876.7040,342,,,,,,,,
161,0.8426,80.0286,635.2444,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,875.2560,344,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
162,0.8226,37.9300,881.3200,919.2500,SHRUKDVTMUBNTL,quercetin 3-O-[2''-O-6-E-p-coumaroyl-glucopyranoside]-rhamnopyranoside-7-O-glucopyranoside,OC1=C(C(C(O[C@H]2C(O[C@@H]3O[C@H](COC(/C=C/C4=CC=C(O)C=C4)=O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H](C)O2)=C(C5=CC=C(O)C(O)=C5)O6)=O)C6=CC(O[C@H]7[C@H](O)C(O)[C@H](O)[C@@H](CO)O7)=C1,878.1750,346,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
163,0.8226,26.0147,739.2953,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,879.9050,348,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
164,0.8240,19.9700,695.3030,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,885.5250,350,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
165,0.3530,50.1508,445.3118,395.1610,LVQGEYGJUNSKKW,"N-pyridin-3-yl-2-[(4,8,8-trimethyl-2-oxo-9,10-dihydropyrano[2,3-h]chromen-5-yl)oxy]acetamide""",Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)Nc4cccnc4)c12,887.9020,352,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins,Angular pyranocoumarins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
166,0.8726,0.0011,639.2801,639.2790,RWCCSDWQXFKGJW,"(1S,2S,3aR,4S,5R,6E,10R,11S,13R,13aR)-4,10,11,13-Tetraacetoxy-3a-hydroxy-2,5,8,8-tetramethyl-12-methylene-9-oxo-2,3,3a,4,5,8,9,10,11,12,13,13a-dodecahydro-1H-cyclopenta[12]annulen-1-yl benzoate",C[C@H]1C[C@]2(O)[C@@H](OC(C)=O)[C@H](C)\C=C\C(C)(C)C(=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=C)[C@H](OC(C)=O)[C@H]2[C@H]1OC(=O)C3=CC=CC=C3,891.0720,354,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
167,0.9399,0.0009,679.2721,679.2730,RWCCSDWQXFKGJW,"(1S,2S,3aR,4S,5R,6E,10R,11S,13R,13aR)-4,10,11,13-Tetraacetoxy-3a-hydroxy-2,5,8,8-tetramethyl-12-methylene-9-oxo-2,3,3a,4,5,8,9,10,11,12,13,13a-dodecahydro-1H-cyclopenta[12]annulen-1-yl benzoate",C[C@H]1C[C@]2(O)[C@@H](OC(C)=O)[C@H](C)\C=C\C(C)(C)C(=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C(=C)[C@H](OC(C)=O)[C@H]2[C@H]1OC(=O)C3=CC=CC=C3,889.8620,357,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
168,0.9191,0.0005,597.2685,597.2690,MVZQKKYLZHTDHU,"1H-Cyclopentacyclododecene-4,10(2H,5H)-dione, 3a,9,13-tris(acetyloxy)-1-(benzoyloxy)-3,3a,8,9,13,13a-hexahydro-2,5,8,8,12-pentamethyl-, (6E,11E)-",CC1CC2(OC(C)=O)C(C1OC(=O)C3=CC=CC=C3)C(OC(C)=O)C(=C/C(=O)C(OC(C)=O)C(C)(C)/C=C/C(C)C2=O)/C,891.3400,360,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
169,0.7174,45.9143,730.3403,684.4260,MCGZCRGDIAILMI,Nodulisporic Acid C1,CC(=CCC1=C2C(=CC3=C1[C@H]([C@H]4C3=CC(OC4(C)C)(C)C)O)C5=C(N2)[C@]6([C@H](C5)CC[C@@H]7[C@@]6(CC[C@]8([C@]7(C[C@H](O8)/C=C(\C)/C(=O)O)C)O)C)C)C,889.1590,362,,,,,,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
170,0.9041,0.0003,279.2313,279.2310,FBUKMFOXMZRGRB,9(10)-EpOME,CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O,895.4870,365,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Epoxy fatty acids,Fatty Acids and Conjugates,Fatty acids
171,0.7484,448.1522,435.1768,883.3290,CRXDBBAZDKEROX,euphodendroidin R,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](OC(C)=O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,901.7650,366,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
172,0.7484,211.0805,750.3465,539.2660,OLZIYBXKPFKZKD,"2.(3S,4S)-14-Ethyl-9-(hydroxymethyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoic acid",OC(CC[C@H]1[C@@H](C2=N/C1=C(CC3=O)\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\5CC)/C=C(N/6)/C(CO)=C(C6=C\2)C)C)=O,897.9260,367,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
173,0.4677,18.1171,401.2871,383.1700,TVZHDVCTOCZDNE,Neosolaniol,CC1=CC2C(CC1O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,898.2650,370,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
174,0.8226,26.0125,697.2825,723.2950,IIUWCHJZJFSKMD,euphodendroidin F,C[C@@]1(O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,898.3490,371,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
175,0.6076,233.0903,800.3473,567.2570,AQORELGWEIYIHQ,p(PheOx3-co-N-methylFormamide)Na+,OCC[N+](C(C1=CC=CC=C1)=O)(CCN(CCN(CCN(C)C=O)C(C2=CC=CC=C2)=O)C(C3=CC=CC=C3)=O)[Na],899.4640,372,,,,,,,,
176,0.6649,250.2651,643.2739,893.5390,SYHZSPMCAROBPW,Chlorophyll a,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C.[Mg+2],906.4300,374,Organic compounds,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Chlorins,Chlorins,,,
177,0.7484,309.1260,414.1730,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,896.0500,375,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
178,0.7176,78.9450,764.3250,843.2700,NZSWNNDHPOTJNH,Albicidin (LTQ-Orbitrap),C/C(C(NC1=CC=C(C(NC(CC#N)C(NC2=CC=C(C(NC3=CC=C(C(NC4=CC=C(C(O)=O)C(O)=C4OC)=O)C(O)=C3OC)=O)C=C2)=O)=O)C=C1)=O)=C\C5=CC=C(O)C=C5,897.5300,376,,,,,,,,
179,0.5082,57.0939,716.3643,659.2704,SNNRXIOWEMKFFZ,11-epi azadirachtin D,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@@]4(O)C(=O)OC)[C@@H]32,902.4970,379,,,,,,Limonoids,Triterpenoids,Terpenoids
180,0.8226,63.0084,836.3104,773.3020,ABCKHSBZDRIPDD,"""12-acetoxyl-20,21-22,23-diepoxyswietephragmin C""",O[C@@]12[C@]3(O)[C@@H](OC(/C(C)=C/C)=O)[C@@](C2)(C)[C@H](CC(OC)=O)[C@@]1(C)[C@]4(O5)[C@@]6(C([C@@]7(C)[C@@H](OC(C)=O)C4)=CC(O[C@H]7C89[C@H](O9)O[C@@H]%10[C@H]8O%10)=O)[C@@H]3OC5(C(C)CC)O6,906.8050,381,,,,,,,,
181,0.4645,66.1739,357.2609,291.0870,PFTAWBLQPZVEMU,(-)-Epicatechin,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,908.6290,382,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
182,0.7484,215.0774,750.3474,535.2700,IEGUQQKIFBYXLG,Pyropheophorbide a,OC(CC[C@H]1[C@@H](C2=N/C1=C(CC3=O)\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\5CC)/C=C(N/6)/C(C=C)=C(C6=C\2)C)C)=O,904.8910,386,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
183,0.3530,208.1250,313.2350,521.3600,RIXNFYQZWDGQAE,3-O-acetyloleanolic acid,O=C(OC1CCC2(C)C3CC=C4C5CC(C)(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,912.6950,387,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
184,0.6649,175.0777,772.3477,597.2700,ONCMJSZOSXHIGN,"(3S,4S,21R)-14-Ethyl-9-(hydroxymethyl)-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoic acid",OC(CC[C@H]1[C@@H](C2=N/C1=C([C@@H](C(OC)=O)C3=O)\C4=C3C(C)=C(N4)/C=C5N=C(C(C)=C\5CC)/C=C(N/6)/C(CO)=C(C6=C\2)C)C)=O,923.8880,393,,,,,,Carbazole alkaloids,Tryptophan alkaloids,Alkaloids
185,0.7174,14.0444,418.1866,432.2310,YCWBTRJVYADFLQ,Stephacidin A_130074,CC(C=C1)(C)OC2=C1C3=C(C=C2)C(C4)=C(C(C)(C)C(C5)[C@]64NC([C@@]75CCCN7C6=O)=O)N3,928.0330,397,,,,,,"Indole diketopiperazine alkaloids (L-Trp, L-Pro)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
186,0.6870,0.0034,706.3234,706.3200,ULRPKNXAJVTGHF,"N-((7S)-10-(((2S)-1-(2-(2,4-dimethoxyphenyl)pyrrolidin-1-yl)-4-(methylthio)-1-oxobutan-2-yl)amino)-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide",O=C1C=C2C(=CC=C1NC(C(=O)N3CCCC3C4=CC=C(OC)C=C4OC)CCSC)C5=C(OC)C(OC)=C(OC)C=C5CCC2NC(=O)C,930.0810,398,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
187,0.6649,46.9606,872.3676,825.4070,OGWKCGZFUXNPDA,Vincristine,C1(=CC2=C(C=C1[C@@]3(C4=C(C5=C(N4)C=CC=C5)CCN6C[C@](C3)(C[C@@](C6)(O)CC)[H])C(OC)=O)[C@]78[C@@](N2C=O)([C@]([C@@H]([C@]9([C@@]7(N(CC8)CC=C9)[H])CC)OC(=O)C)(C(OC)=O)O)[H])OC,939.9600,401,,,,,,Aspidosperma type; Aspidosperma-Iboga hybrid type (Vinca alkaloids),Tryptophan alkaloids,Alkaloids
188,0.6630,372.2465,693.2935,1065.5400,RPYHJEFMMXMMHG,Protodeltonin,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,935.0670,404,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Furostane steroids,Steroids,Terpenoids
189,0.3669,70.0376,891.3324,961.3700,KSDGEPQEFBVELT,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-26-[4-(4-phenyl-1,3-thiazol-2-yl)piperazin-1-yl]-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(O)=C3C)N5CCN(C6=NC(=CS6)C=7C=CC=CC7)CC5)C)C,933.6840,405,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
190,0.9560,0.0002,869.3498,869.3500,CZCYLMJWKDADHN,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-26-[(3,4-dimethoxyphenyl)amino]-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptaen...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(NC5=CC=C(OC)C(OC)=C5)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(O)=C3C)C)C,938.2330,406,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
191,0.8226,35.9817,721.3023,757.2840,FAUWZNGPMHRLMW,euphodendroidin N,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,940.5990,408,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
192,0.7484,358.1680,435.1780,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,939.4030,410,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
193,0.8226,59.9992,661.2848,721.2840,FYMIXXOEKMFOIA,"""3,5,7,10,15-O-pentacetyl-14-O-benzoyl-10,18-dihydromyrsinol """,C[C@H]1C[C@@]2(OC(C)=O)[C@]([C@@H](OC(C)=O)[C@@]([C@H](OC(C)=O)C=C[C@@H]3C(C)(OC(C)=O)C)(CO4)[C@]3([H])[C@]4(C)[C@H]2OC(C5=CC=CC=C5)=O)([H])[C@H]1OC(C)=O,941.4120,411,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Hexacarboxylic acids and derivatives,Myrsinane diterpenoids,Diterpenoids,Terpenoids
194,0.7484,507.2890,748.3310,1255.6200,RJURFGZVJUQBHK,Actinomycin D,[H][C@@]12CCCN1C(=O)[C@]([H])(NC(=O)[C@@]([H])(NC(=O)C1=CC=C(C)C3=C1N=C1C(O3)=C(C)C(=O)C(N)=C1C(=O)N[C@]1([H])C(=O)N[C@]([H])(C(C)C)C(=O)N3CCC[C@@]3([H])C(=O)N(C)CC(=O)N(C)[C@@]([H])(C(C)C)C(=O)O[C@]1([H])C)[C@@]([H])(C)OC(=O)[C@]([H])(C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,936.4810,414,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
195,0.6649,192.1470,803.3070,611.1600,OTUCXMIQUNROBJ,Quercetin 3-O-glucoside-7-O-rhamnoside,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(O)C(O)C4O)=CC(O)=C13)C=5C=CC(O)=C(O)C5,941.6400,415,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-7-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
196,0.9476,0.0003,715.2733,715.2730,NGTHIBFWOPPSSB,euphodendroidin O,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,947.9660,424,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
197,0.6649,122.0350,571.2540,693.2890,XCYFSKKZKGHHRG,"""7_,13_,17-O-triacetoxy-5_-O-benzoyloxy-7,13,17-O-triacetyl-5-O-benzoyl-3-O-propanoyl-14-oxopremyrsinol""",O=C1[C@@](C)(OC(C)=O)[C@@]2([H])[C@]([C@H](OC(C)=O)C[C@@]3([H])[C@]2([H])C3(C)C)(COC(C)=O)[C@H](OC(C4=CC=CC=C4)=O)[C@@]5([H])[C@@H](OC(CC)=O)[C@@H](C)C[C@@]51O,946.2930,427,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Pentacarboxylic acids and derivatives,Pentacarboxylic acids and derivatives,Premyrsinane diterpenoids,Diterpenoids,Terpenoids
198,0.8240,42.9997,836.3467,793.3470,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,952.7530,428,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
199,0.7484,183.2568,706.3242,889.5810,KWOZSBGNAHVCKG,Bacteriopheophytin,CC[C@@H]1[C@H](C2=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)N6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C(=O)C)C,956.3180,430,,,,,,,,Alkaloids
200,0.9423,0.0008,737.3118,737.3110,STLFVIAKHLLGHJ,euphodendroidin B,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(CC)C)=O)=C)=O)[C@]3([H])[C@H]1O,960.6550,432,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
201,0.8226,67.9875,697.3225,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,959.9340,436,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
202,0.8226,34.9840,806.3340,841.3180,VVIZBYAUHQFAHF,euphodendroidin Q,C[C@@]1(OC(C2=CN=CC=C2)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C3=CN=CC=C3)=O)[C@H](OC(C)=O)[C@@H](OC(C4=CC=CC=C4)=O)C([C@@H]5OC(C)=O)=C)=O)[C@]5([H])[C@H]1OC(C)=O,960.1330,439,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
203,0.8226,82.0064,683.3036,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,966.1150,440,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
204,0.7184,59.2242,830.3568,889.5810,KWOZSBGNAHVCKG,Bacteriopheophytin,CC[C@@H]1[C@H](C2=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C5=C6C(=C(C(=CC1=N2)N6)C)C(=O)[C@@H]5C(=O)OC)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C)C(=O)C)C,982.2700,441,,,,,,,,Alkaloids
205,0.8226,58.9977,852.3387,793.3410,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,983.3660,442,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
