query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
918,0.4654,33.0214,233.0920,200.0706,WIONIXOBNMDJFJ,DICTAMNINE,COc1c2ccccc2nc2occc12,276.9870,509,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Furanoquinolines,Furanoquinolines,Quinoline alkaloids,Tryptophan alkaloids; Anthranilic acid alkaloids,Alkaloids
919,0.9150,0.0004,247.0866,247.0870,WZBDRAAGHRCRKM,5-Hydroxybenzo[a]phenazine CollisionEnergy:205060,C1=CC=C2C(=C1)C(=CC3=NC4=CC=CC=C4N=C23)O,353.0430,836,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Phenazines and derivatives,Phenazine alkaloids,Anthranilic acid alkaloids,Alkaloids
920,0.6478,0.0009,342.1313,342.1304,PXUOVQNNQBMWQR,"N-CYCLOHEXYL-2-METHYL-6-(PROPAN-2-YL)IMIDAZO[2,1-B][1,3]THIAZOLE-5-SULFONAMIDE",Cc1cn2c(S(=O)(=O)NC3CCCCC3)c(C(C)C)nc2s1,474.2240,1058,,,,,,,,Alkaloids
921,0.6085,151.0885,191.0815,342.1700,MFPSOYWOZQIKMB,10-demethylxylopinine,[H][C@]1(Cc2cc(OC)c(O)cc2CN1CC3)c4c3cc(OC)c(OC)c4,255.9740,406,,,,,,Isoquinoline alkaloids; Protoberberine alkaloids,Tyrosine alkaloids,Alkaloids
922,0.7788,0.0002,213.1598,213.1600,XCTHZFGSVQBHBW,Val-Leu,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,252.8290,388,,,,,,Dipeptides,Small peptides,Amino acids and Peptides
923,0.5869,0.0001,231.1127,231.1128,ZUPHXNBLQCSEIA,Tetrahydroharman-3-carboxylic acid,CC1C2=C(CC(N1)C(=O)O)C3=CC=CC=C3N2,306.2510,640,Organic compounds,Alkaloids and derivatives,Harmala alkaloids,,Harmala alkaloids,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
924,0.6611,299.1778,267.0972,566.2750,FUOQAYXHADBSHX,"""2-(methylethoxy)ethyl 7-(3,4-dimethoxyphenyl)-4-(3-ethoxy-4-hydroxyphenyl)-2-m ethyl-5-oxo-1,4,6,7,8-pentahydroquinoline-3-carboxylate CollisionEnergy:205060""",CCOc1cc(C2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CC(c2ccc(OC)c(OC)c2)C3)ccc1O,177.0380,172,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
925,0.7788,0.0001,189.1023,189.1022,VEQOALNAAJBPNY,Phenazone,CN1N(C(=O)C=C1C)C1=CC=CC=C1,165.1080,151,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids; Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
927,0.6076,98.0283,349.1268,447.1551,FNFQCEGHMNKYIA,Oprea1_322231,O=C(COc1cc2c(cc1)c1c(CCC1)c(=O)o2)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,276.3130,520,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
929,0.5251,185.0618,272.1028,457.1646,NJNMMLUSUMUVMX,"2,15-dioxapentacyclo[22.2.2.13,7.110,14.016,21]triaconta-1(26),3(30),4,6,10(29),11,13,16(21),17,19,24,27-dodecaene-4,5,8,17-tetrol 1",C1CC2=C(C(=CC=C2)O)OC3=CC=CC(=C3)CC(C4=CC(=C(C(=C4)O)O)OC5=CC=C1C=C5)O,237.0790,326,,,,,,,Flavonoids,Shikimates and Phenylpropanoids
930,0.5424,34.0429,628.3449,594.3020,BTAKGODFEIZKSQ,Chymostatin B,N=C(NCC1)NC1C(NC(NC(CC2=CC=CC=C2)C(O)=O)=O)C(NC(C(C)C)C(NC(CC3=CC=CC=C3)C=O)=O)=O,348.5450,813,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
931,0.3854,206.0280,241.0972,447.1252,AXUQYOMGCAWXKB,STL219264,CC(C)CC(NC(=O)c1ccc(Cl)cc1)C(=O)NCCC(=O)O/N=C(\N)c1cccs1,287.4290,554,,,,,,,Small peptides,Alkaloids; Amino acids and Peptides
932,0.6268,414.1367,479.3133,893.4500,AONBXCCYURJCAY,14-hydroxysprengerinin C,OCC1OC(OC2CC3=CCC4C(CCC5(C)C6C(OC7(OCC(C)CC7)C6C)CC45O)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1OC9OCC(O)C(O)C9O,703.4730,1276,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Cholestane steroids; Spirostane steroids,Steroids,Terpenoids
933,0.4649,61.0531,591.2442,530.1911,HHZIURLSWUIHRB,Nilotinib,Cc1cn(-c2cc(C(F)(F)F)cc(NC(=O)c3cc(Nc4nccc(-c5cnccc5)n4)c(C)cc3)c2)cn1,293.1660,578,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides,Pyridine alkaloids,Nicotinic acid alkaloids,Alkaloids
934,0.7513,0.0001,329.2586,329.2587,JQTXFWSBYJZDFF,"2-{4-[3-(1,2,3,5,6,7-hexahydro-s-indacen-4-yl)propyl]-1-piperazinyl}ethanol",OCCN1CCN(CCCc2c3CCCc3cc3c2CCC3)CC1,687.3820,1257,,,,,,,Tyrosine alkaloids,Alkaloids
935,0.5406,82.0610,320.1220,402.1830,FABPRXSRWADJSP,MoxifloxacinHCl,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,162.0540,149,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,Quinolizidine alkaloids,Lysine alkaloids,Alkaloids
936,0.6649,164.0731,344.1219,508.1950,SJNRYASCJOVKHZ,Fumiquinazoline H,CC(C)C[C@H]1C(=O)N2C(N1)[C@@]3(C[C@@H]4C(=O)N[C@](O3)(C5=NC6=CC=CC=C6C(=O)N45)C)C7=CC=CC=C72,184.1150,185,,,,,,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
937,0.4369,108.0071,279.1339,387.1410,BJDMHAYLPGRUFH,Brevipolide F,CC(C(=O)C1CC1C(C2CC=CC(=O)O2)O)OC(=O)C=CC3=CC=C(C=C3)O,201.8590,214,,,,,,,,Shikimates and Phenylpropanoids
938,0.6611,143.0501,291.1319,434.1820,JTJJJLSLKZFEPJ,"(3Z)-6-Hydroxy-3-(1H-imidazol-5-ylmethylene)-12-methoxy-7a-(2-methyl-3-buten-2-yl)-7a,12-dihydro-1H,5H-imidazo[1',2':1,2]pyrido[2,3-b]indole-2,5(3H)-dione",CON1C2=CC=CC=C2C3(\C=C(O)/C(=O)N4\C(=C/C5=CN=C[NH]5)C(=O)NC134)C(C)(C)C=C,260.8160,433,,,,,,Imidazole alkaloids,Histidine alkaloids,Alkaloids
939,0.5970,56.9864,195.1227,252.1091,OFEZSBMBBKLLBJ,Cordycepin,Nc1c2ncn([C@@H]3O[C@H](CO)C[C@H]3O)c2ncn1,130.0050,108,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 3'-deoxyribonucleosides,Purine 3'-deoxyribonucleosides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
940,0.5391,28.0077,368.1263,396.1340,TWDKBDSVUUKABK,"Spiro[oxirane-2,7'(13'H)-quinazolino[3,2-a][1,4]benzodiazepine]-5',13'(6'H)-dione, 6'-methyl-3-phenyl-, (2S,3S)-",CN1C(=O)C2=C(C=CC=C2)N\3C(=O)C4=C(C=CC=C4)\N=C3[C@@]15O[C@H]5C6=CC=CC=C6,304.2920,633,Organic compounds,Organoheterocyclic compounds,Pyrimidodiazepines,,Pyrimidodiazepines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
941,0.3669,209.1064,238.1075,447.2139,VTRAEEWXHOVJFV,Olmesartan,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[nH]nn4)C(O)=O)C(C)(C)O,178.0830,174,Organic compounds,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,Biphenyls and derivatives,,,Alkaloids; Amino acids and Peptides
942,0.4677,231.0079,205.0971,436.1050,RJVYGERHTAVYQI,"""8-{[2-(2,3-dimethoxyphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-methylhydr opurin-6-one CollisionEnergy:205060""",COc1cccc(-c2nc(CSc3nc4c(O)ncnc4n3C)c(C)o2)c1OC,286.6140,549,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles",,,Alkaloids
943,0.4677,74.0734,205.0857,279.1591,DJDSLBVSSOQSLW,MEHP,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,599.7320,1212,,,,,,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
944,0.6066,244.9983,206.1173,451.1156,GIIOHVYOXYGJNX,HMS3463N18,Cc1c(F)ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCCc2c[nH]c3ccccc23)c1,452.3610,1033,,,,,,,Tryptophan alkaloids,Alkaloids
945,0.6611,100.0063,347.1597,447.1660,PDUNPLZHIQQDAD,"1H-Imidazo[1,2-a]indole-9-propanoic acid, 2,3,9,9a-tetrahydro-1,9-dihydroxy-2,2-dimethyl-3-oxo-alpha-(4-oxo-3(4H)-quinazolinyl)-, methyl ester, (9S,9aS)-",COC(=O)C(CC1(O)C2N(O)C(C)(C)C(=O)N2C3=CC=CC=C13)N4\C=N/C5=C(C=CC=C5)C4=O,292.6300,570,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acid esters,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
946,0.7577,0.0003,452.1690,452.1693,SIXVRXARNAVBTC,GSK2606414,Cn1cc(-c2cc3c(cc2)N(C(=O)Cc2cc(C(F)(F)F)ccc2)CC3)c2c(N)ncnc21,356.8680,851,,,,,,,,Alkaloids
947,0.6268,260.0204,252.0866,512.1070,SMBAHXCBDFRXKJ,"""methyl 4-(3-bromo-5-ethoxy-4-hydroxyphenyl)-2-methyl-5-oxo-7-phenyl-1,4,6,7,8- pentahydroquinoline-3-carboxylate CollisionEnergy:102040""",CCOc1cc(C2C(C(=O)OC)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)cc(Br)c1O,231.1100,294,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,,
948,0.4677,42.9921,325.1179,368.1100,IYGYMKDQCDOMRE,(+)-bicuculline,O=C1OC(C2=CC=C3OCOC3=C12)C4C5=CC=6OCOC6C=C5CCN4C,353.0080,838,Organic compounds,Alkaloids and derivatives,Phthalide isoquinolines,,Phthalide isoquinolines,Isoquinoline alkaloids; Phthalide derivatives; Tetrahydroisoquinoline alkaloids,Tyrosine alkaloids; Cyclic polyketides,Alkaloids; Polyketides
949,0.5869,0.0001,151.0865,151.0866,CMEWLCATCRTSGF,"N,N-Dimethyl-4-nitrosoaniline",CN(C)C1=CC=C(C=C1)N=O,220.1960,261,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines,,,Shikimates and Phenylpropanoids
950,0.6611,185.1063,765.3563,580.2500,FMUJDQBVAXXOSZ,"(S)-2-(((S)-7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-N-isopropyl-4-(methylthio)butanamide",O=C1C=C2C(=CC=C1NC(C(=O)NC(C)C)CCSC)C3=C(OC)C(OC)=C(OC)C=C3CCC2NC(=O)C,446.2660,1024,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Methionine and derivatives,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
951,0.7781,0.0001,152.1069,152.1070,DLNKOYKMWOXYQA,Cathine,C[C@@H]([C@H](C1=CC=CC=C1)O)N,246.1640,368,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,Phenylalanine-derived alkaloids,Pseudoalkaloids,Alkaloids
952,0.3669,380.8965,922.0101,541.1136,DZUMWIOUSTYKKH,"2,3-Dihydrohinokiflavone",O=C1CC(c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)Oc2cc(O)cc(O)c21,27.0360,35,,,,,,Flavanones; Flavones,Flavonoids,Shikimates and Phenylpropanoids
953,0.4677,124.0498,393.3088,269.2590,WBPQAZOTRLKUMU,putrescine-C12:1,O=C(NCCCCN)CCCCCCCCCC=C,502.7420,1105,,,,,,N-acyl amines,Fatty amides,Fatty acids
954,0.7788,0.0000,199.1230,199.1230,YLJREFDVOIBQDA,Tacrine,Nc1c2CCCCc2nc2ccccc12,396.6030,947,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Benzoquinolines,Acridines,Acridone alkaloids,Anthranilic acid alkaloids,Alkaloids
955,0.4448,0.0067,815.3367,815.3300,RUDHEKPVEXODBM,"3,3'-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecine-2,13-dicarbonyl)bis(3,4,5,6-tetrahydro-1H-1,5-methanopyrido[1,2-a][1,5]diazocin-8(2H)-one)",O=C1C=CC=C2N1CC3CN(C(=O)C4=CC=C5OCCOCCOC6=CC(=CC=C6OCCOCCOC5=C4)C(=O)N7CC8C9=CC=CC(=O)N9CC(C7)C8)CC2C3,442.6580,1016,Organic compounds,Organoheterocyclic compounds,Piperidines,N-acylpiperidines,N-benzoylpiperidines,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
956,0.7036,0.0004,191.0814,191.0810,BMBSGGZMJQTQSO,2-[(1S)-1-hydroxyethyl]-1H-quinazolin-4-one,C[C@H](O)C1=NC2=C(C=CC=C2)C(=O)N1,222.7490,259,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
957,0.6649,96.0934,242.1026,338.1960,YAGRCZHJDUOMAR,L-DOPA-C9:0,CCCCCCCCC(NC(C(O)=O)CC1=CC(O)=C(O)C=C1)=O,218.5840,251,,,,,,,,
958,0.3656,183.0996,679.4396,496.3400,NEGQHKSYEYVFTD,PC(0:0/16:0),CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,752.8370,1320,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,2-acyl-sn-glycero-3-phosphocholines,,,
960,0.5919,0.0018,323.1602,323.1620,NTMOAQDHNZYZMZ,Pleiocarpamine,C/C=C\1/CN2CCC3=C4[C@@H]2C[C@@H]1[C@H](N4C5=CC=CC=C35)C(=O)OC,325.4360,730,,,,,,Corynanthe type,Tryptophan alkaloids,Alkaloids
961,0.7776,0.0000,189.1022,189.1022,VEQOALNAAJBPNY,Phenazone / antipyrine,CN1N(C(=O)C=C1C)C1=CC=CC=C1,324.6830,722,Organic compounds,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles,Quinazoline alkaloids; Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
962,0.7513,0.0003,334.1557,334.1560,FHFYDNQZQSQIAI,Pefloxacin mesylate,C1(=C(C=C2C(=C1)C(C(=CN2CC)C(=O)O)=O)N3CCN(CC3)C)F,434.9650,1007,,,,,,Acridone alkaloids,Anthranilic acid alkaloids,Alkaloids
963,0.6611,14.0066,433.1485,447.1551,FNFQCEGHMNKYIA,Oprea1_322231,O=C(COc1cc2c(cc1)c1c(CCC1)c(=O)o2)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,331.8860,756,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
964,0.3573,136.0635,467.1797,331.1162,BXXKRESPUSMTEI,"2',4-Dihydroxy-3,4',6'-Trimethoxychalcone",COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,329.5290,752,,,,,,Chalcones,Flavonoids,Shikimates and Phenylpropanoids
965,0.4469,36.0463,243.1128,279.1591,MGWAVDBGNNKXQV,Diisobutyl phthalate,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,270.3710,471,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Shikimic acids and derivatives; Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
966,0.7781,0.0001,107.0489,107.0490,OKVJCVWFVRATSG,3-hydroxybenzyl alcohol CollisionEnergy:205060,OCc1cccc(O)c1,175.9760,169,,,,,,,,Shikimates and Phenylpropanoids
967,0.7881,0.0018,291.0877,291.0895,IVUXTESCPZUGJC,Chloroxuron,CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,357.0690,848,Organic compounds,Benzenoids,Benzene and substituted derivatives,Diphenylethers,Diphenylethers,,,
968,0.6611,173.0611,255.1106,428.1717,DQQCCKFZJNINST,FUMIQUINAZOLINE A,C[C@@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]2(O)C[C@@H]1C(=O)N[C@@H](C)c2nc3ccccc3c(=O)n21,262.3200,440,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
969,0.6649,0.9774,286.0826,287.0600,XHEFDIBZLJXQHF,Fisetin,O=C1C(O)=C(OC2=CC(O)=CC=C12)C=3C=CC(O)=C(O)C3,49.0670,74,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
970,0.7776,0.0002,375.1429,375.1427,VIUWDNAEHXWKJB,2415469-55-3,N#Cc1c(N2CC(Oc3cc(C(F)(F)F)ncc3)C2)nc2CCCCc2c1,368.1510,891,,,,,,Aminoacids,Small peptides,Amino acids and Peptides; Shikimates and Phenylpropanoids
971,0.9150,0.0010,146.0599,146.0609,PMZDQRJGMBOQBF,4-Hydroxyquinoline,C1=CC=C2C(=C1)C(=O)C=CN2,224.9950,266,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones,Quinazoline alkaloids; Quinoline alkaloids,Tryptophan alkaloids; Anthranilic acid alkaloids,Alkaloids
972,0.7484,248.0082,303.0957,551.1039,NBQPHANHNTWDML,"Flavonol base + 4O, O-MalonylHex",O=C(O)CC(=O)OCC4OC(OC=2C(=O)C3=C(O)C=C(O)C=C3(OC=2(C=1C=CC(O)=C(O)C=1)))C(O)C(O)C4(O),283.9810,536,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
973,0.4644,88.0159,455.1811,543.1970,IVTFMZAPBSUOLL,"""(2,4-dimethoxyphenyl)(2-{4-[4-(4-fluorophenyl)(1,3-thiazol-2-yl)]piperazinyl}q uinazolin-4-yl)amine CollisionEnergy:102040""",COc1ccc(N=c2[nH]c(N3CCN(c4nc(-c5ccc(F)cc5)cs4)CC3)nc3ccccc23)c(OC)c1,363.2480,870,,,,,,,,Alkaloids
974,0.6649,138.1163,315.1337,453.2500,XICLZARINLFOAF,,CC(C)C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NCC5CCCO5,359.5200,862,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
975,0.6394,7.9295,441.1785,449.1080,ODBRNZZJSYPIDI,Homoorientin,O=C1C=C(OC2=CC(O)=C(C(O)=C12)C3OC(CO)C(O)C(O)C3O)C=4C=CC(O)=C(O)C4,511.7150,1113,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,Flavones,Flavonoids,Shikimates and Phenylpropanoids
976,0.6649,127.0752,282.1488,409.2240,FHFGOYBCCNYCBA,,Cc1ccc(C)c(NC(=O)CCNC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)c1,398.4160,953,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
977,0.6649,67.0316,395.1714,462.2030,UJTKFAJRHSQRMS,,COc1cc(cc(OC)c1OC)c2[nH]c(cc3c4ccccc4nc23)C(=O)NCC5CCCO5,357.4490,854,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
978,0.6611,316.3021,412.2569,728.5590,XVXISDREVDGQPX,PE(P-18:0/18:2),CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,366.7940,884,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",Glycerophosphoethanolamines,Glycerophospholipids,Fatty acids
979,0.7776,0.0000,182.1176,182.1176,OJPDDQSCZGTACX,N-Phenyldiethanolamine,OCCN(CCO)C1=CC=CC=C1,232.3640,297,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylarylamines,,,Alkaloids
980,0.2846,234.8567,130.0498,364.9065,UBCKGWBNUIFUST,Z-Tetrachlorvinphos,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,49.9440,75,Organic compounds,Benzenoids,Benzene and substituted derivatives,Styrenes,Styrenes,,,Shikimates and Phenylpropanoids
981,0.7788,0.0003,138.0547,138.0550,SKZKKFZAGNVIMN,salicylamide,c1ccc(c(c1)C(=O)N)O,96.5640,91,Organic compounds,Benzenoids,Phenols,1-hydroxy-4-unsubstituted benzenoids,1-hydroxy-4-unsubstituted benzenoids,Simple amide alkaloids,Peptide alkaloids,Alkaloids
982,0.8727,0.0036,400.1503,400.1467,NOCJXYPHIIZEHN,Difloxacin,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,325.7320,729,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Phenylquinolines,Phenylquinolines,,Anthranilic acid alkaloids,Alkaloids
983,0.6268,28.0103,393.1657,421.1760,IVSUPTAUFOUKSO,,CCc1cc(=O)oc2cc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)ccc12,410.0410,975,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
984,0.6268,14.9965,528.2665,513.2700,QMNUPNOLDLHVTB,1-Alaninechlamydocin_130134,O=C(N1[C@H](CCC1)C(N[C@@H](CCCCCC([C@@H]2CO2)=O)C(N[C@H]3C)=O)=O)[C@H](CC4=CC=CC=C4)NC3=O,263.0970,452,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Oligopeptides,Cyclic peptides,Oligopeptides,Amino acids and Peptides
985,0.6611,71.9640,390.2750,462.2390,RWPUAUNPEMCSNR,notoamide F,CC1(C=CC2=C(O1)C=CC3=C2NC4=C3[C@@H]([C@]56[C@H](C4(C)C)C[C@@]7(CCCN7C5=O)C(=O)N6)OC)C,378.5360,917,,,,,,"Indole diketopiperazine alkaloids (L-Trp, L-Pro)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
986,0.4369,87.1049,259.1441,346.2490,IRJSPDGRXZWKSG,N-butyl-N-(2-(cyclohexylamino)-2-oxo-1-(pyridin-3-yl)ethyl)propionamide,CCCCN(C(=O)CC)C(C(=O)NC1CCCCC1)c2cccnc2,359.3750,856,,,,,,,Nicotinic acid alkaloids,Alkaloids
987,0.7781,0.0002,247.1439,247.1441,AOHCBEAZXHZMOR,CHEMBL5028245,C[N+](C)(C)[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,312.1110,669,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,,,
989,0.6649,61.9915,448.1385,386.1470,KADXMZDVLNWDDF,2-[2-oxo-4-(N-propylcarbamoyl)hydroquinolyl]-N-phenylacetamide CollisionEnergy:205060,CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccccc2)c2ccccc12,324.7220,724,,,,,,Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
990,0.6057,231.0790,247.1440,478.2230,YSYIHPDPLHTIRM,1-[2-(4-butyl-7-methyl-2-oxochromen-5-yl)oxyacetyl]-4-phenylpiperidine-4-carboxylic acid,CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N3CCC(CC3)(C(=O)O)c4ccccc4)c12,232.4900,300,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
991,0.6611,86.0384,372.1538,458.1922,DYKFCLLONBREIL,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,270.7310,481,Organic compounds,Phenylpropanoids and polyketides,Tetracyclines,,Tetracyclines,Tetracyclines,Polycyclic aromatic polyketides,Polyketides
992,0.6649,54.0271,393.1649,447.1920,HKBYEHNTKISRIN,,O=C(COc1ccc2c3CCCCc3c(=O)oc2c1)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,400.1990,959,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
993,0.7788,0.0002,122.0598,122.0600,KXDAEFPNCMNJSK,Benzamide,NC(=O)c1ccccc1,196.8100,207,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzamides,Simple amide alkaloids,Peptide alkaloids,Alkaloids
994,0.9347,0.0001,300.2898,300.2897,WWUZIQQURGPMPG,DErySphingosine,CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O,528.3260,1129,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,"1,2-aminoalcohols",Sphingoid bases,Sphingolipids,Fatty acids
995,0.7513,0.0002,315.1678,315.1680,NRLYXUSZNSYAJC,"""N'-(3-methylbutyl)-N-[2-(4-methylphenoxy)ethyl]ethane-1,2-diamide CollisionEnergy:205060""",Cc1ccc(OCCNC(=O)C(=O)NCCC(C)C)cc1,281.5020,531,,,,,,,,Alkaloids
996,0.5251,281.2266,265.1884,546.4150,PBKSIKNVTHVKRU,L-DOPA-C24:1,O=C(NC(C(O)=O)CC1=CC(O)=C(O)C=C1)CCCCCCCCCCCCCC=CCCCCCCCC,438.2820,1013,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,N-acyl amines,Fatty amides,Fatty acids
998,0.7781,0.0032,271.1725,271.1693,MEHHPFQKXOUFFV,Trenbolone,C[C@]12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@@H]2O,425.7150,997,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,Estrane steroids,Steroids,Terpenoids
